Accession	Species	Class
LcCD00331697	Lactobacillus casei	1
LcCD00331698	Lactobacillus casei	1
TaCD00331699	Thermoplasma acidophilum	1
BtCD00331700	Bacteroides thetaiotaomicron	1
CgCD00331701	Corynebacterium glutamicum	1
LbCD00331702	Lactobacillus brevis	1
LbCD00331703	Lactobacillus brevis	1
AsCD00331704	Archaeoglobus fulgidus	1
AsCD00331705	Archaeoglobus fulgidus	1
AsCD00331706	Archaeoglobus fulgidus	1
BhCD00331707	Bacillus halodurans	1
VpCD00331708	Vibrio parahaemolyticus	1
SfCD00331709	Shigella flexneri	1
SeCD00331710	Synechococcus elongatus	0
SeCD00331711	Synechococcus elongatus	1
VcCD00331712	Vibrio cholerae	1
MsCD00331848	Mycobacterium smegmatis	1
MsCD00331849	Mycobacterium smegmatis	1
MsCD00331850	Mycobacterium smegmatis	1
MlCD00331851	Mesorhizobium loti	1
MlCD00331852	Mesorhizobium loti	1
MlCD00331853	Mesorhizobium loti	1
MlCD00331854	Mesorhizobium loti	0
MlCD00331855	Mesorhizobium loti	0
HmCD00331856	Haloarcula marismortui	0
HmCD00331857	Haloarcula marismortui	0
HmCD00331858	Haloarcula marismortui	1
GmCD00331859	Geobacter metallireducens	1
GmCD00331860	Geobacter metallireducens	1
AtCD00331861	Agrobacterium tumefaciens	0
HsCD00331862	Homo sapiens	1
HsCD00331863	Homo sapiens	1
HsCD00331864	Homo sapiens	1
HsCD00331865	Homo sapiens	1
HsCD00331866	Homo sapiens	0
HsCD00331867	Homo sapiens	1
HsCD00331868	Homo sapiens	0
HsCD00331869	Homo sapiens	0
HsCD00331870	Homo sapiens	0
HsCD00331871	Homo sapiens	1
XaCD00331934	Xanthomonas axonopodis	0
TtCD00331935	Thermus thermophilus	0
BcCD00331936	Burkholderia cepacia	1
BcCD00331937	Burkholderia cepacia	1
BcCD00331938	Burkholderia cepacia	0
TfCD00331939	Thermobifida fusca	0
SmCD00331940	Sinorhizobium meliloti	1
RvCD00331941	Agrobacterium vitis	1
RvCD00331942	Agrobacterium vitis	1
RdCD00331943	Roseobacter denitrificans	1
XcCD00331944	Xanthomonas campestris	1
XcCD00331945	Xanthomonas campestris	1
XcCD00331946	Xanthomonas campestris	0
XcCD00331947	Xanthomonas campestris	1
XcCD00331948	Xanthomonas campestris	1
XcCD00331949	Xanthomonas campestris	0
XcCD00331950	Xanthomonas campestris	1
XcCD00331951	Xanthomonas campestris	1
XcCD00331952	Xanthomonas campestris	0
XcCD00331953	Xanthomonas campestris	0
XcCD00331954	Xanthomonas campestris	0
XaCD00331955	Xanthomonas axonopodis	0
XaCD00331956	Xanthomonas axonopodis	0
XaCD00331957	Xanthomonas axonopodis	0
CsCD00331983	Clostridium scindens	1
CsCD00331984	Clostridium scindens	1
CsCD00331986	Clostridium scindens	1
CsCD00331987	Clostridium scindens	1
CsCD00331988	Clostridium scindens	1
CsCD00331989	Clostridium scindens	1
SsCD00331990	Staphylococcus saprophyticus	1
SsCD00331991	Staphylococcus saprophyticus	1
StCD00331992	Streptococcus thermophilus	1
StCD00331993	Streptococcus thermophilus	0
StCD00331994	Streptococcus thermophilus	1
BsCD00331995	Bacillus subtilis	1
SpCD00331996	Streptococcus pneumoniae	1
PmCD00331997	Pyrococcus horikoshii	1
PmCD00331998	Pyrococcus horikoshii	1
PmCD00331999	Pyrococcus horikoshii	1
PmCD00332000	Pyrococcus horikoshii	1
PmCD00332001	Pyrococcus horikoshii	1
IlCD00332002	Idiomarina loihiensis	1
HdCD00332003	Haemophilus ducreyi	1
HdCD00332004	Haemophilus ducreyi	1
HdCD00332005	Haemophilus ducreyi	1
HdCD00332006	Haemophilus ducreyi	1
HdCD00332007	Haemophilus ducreyi	1
GtCD00332008	Geobacillus thermodenitrificans	0
AsCD00332009	Archaeoglobus fulgidus	0
AsCD00332010	Archaeoglobus fulgidus	1
AsCD00332011	Archaeoglobus fulgidus	0
EcCD00332012	Pectobacterium carotovorum	1
EcCD00332013	Pectobacterium carotovorum	1
EcCD00332014	Pectobacterium carotovorum	1
EcCD00332015	Pectobacterium carotovorum	1
EcCD00332016	Pectobacterium carotovorum	1
EcCD00332017	Pectobacterium carotovorum	1
MsCD00332018	Methanobrevibacter smithii	1
MsCD00332019	Methanobrevibacter smithii	1
MsCD00332020	Methanobrevibacter smithii	1
CgCD00334667	Corynebacterium glutamicum	1
CgCD00334668	Corynebacterium glutamicum	1
CgCD00334669	Corynebacterium glutamicum	1
CgCD00334670	Corynebacterium glutamicum	1
CgCD00334671	Corynebacterium glutamicum	1
CgCD00334672	Corynebacterium glutamicum	0
CgCD00334674	Corynebacterium glutamicum	1
CgCD00334675	Corynebacterium glutamicum	1
CgCD00334676	Corynebacterium glutamicum	0
CgCD00334677	Corynebacterium glutamicum	0
CgCD00334678	Corynebacterium glutamicum	1
CjCD00334679	Campylobacter jejuni	1
CjCD00334680	Campylobacter jejuni	0
CjCD00334681	Campylobacter jejuni	0
CjCD00334682	Campylobacter jejuni	1
CjCD00334683	Campylobacter jejuni	1
CjCD00334684	Campylobacter jejuni	0
CjCD00334685	Campylobacter jejuni	1
CjCD00334686	Campylobacter jejuni	0
GmCD00334687	Geobacter metallireducens	1
GmCD00334688	Geobacter metallireducens	0
DrCD00334689	Deinococcus radiodurans	0
DrCD00334690	Deinococcus radiodurans	1
CvCD00334691	Chromobacterium violaceum	1
CgCD00334692	Corynebacterium glutamicum	1
AtCD00334693	Agrobacterium tumefaciens	1
AtCD00334694	Agrobacterium tumefaciens	0
AtCD00334695	Agrobacterium tumefaciens	1
RpCD00334696	Rhodopseudomonas palustris	0
RpCD00334697	Rhodopseudomonas palustris	0
RpCD00334698	Rhodopseudomonas palustris	1
RpCD00334699	Rhodopseudomonas palustris	1
RfCD00334700	Rhodobacter sphaeroides	1
ScCD00334701	Streptomyces coelicolor	0
ScCD00334702	Streptomyces coelicolor	1
ScCD00334703	Streptomyces coelicolor	0
ScCD00334704	Streptomyces coelicolor	0
ScCD00334705	Streptomyces coelicolor	0
ScCD00334706	Streptomyces coelicolor	0
RrCD00334707	Rhodospirillum rubrum	1
RrCD00334708	Rhodospirillum rubrum	1
PfCD00334709	Pseudomonas fluorescens	0
PfCD00334710	Pseudomonas fluorescens	1
PaCD00334711	Pseudomonas aeruginosa	1
LpCD00334712	Legionella pneumophila	1
HmCD00334713	Haloarcula marismortui	0
HmCD00334714	Haloarcula marismortui	1
CcCD00334715	Caulobacter vibrioides	1
CcCD00334716	Caulobacter vibrioides	1
CcCD00334717	Caulobacter vibrioides	1
BfCD00334718	Bacteroides fragilis	1
BfCD00334719	Bacteroides fragilis	1
BfCD00334720	Bacteroides fragilis	1
BfCD00334721	Bacteroides fragilis	1
BfCD00334722	Bacteroides fragilis	1
BfCD00334723	Bacteroides fragilis	1
BfCD00334724	Bacteroides fragilis	1
BfCD00334725	Bacteroides fragilis	0
BfCD00334726	Bacteroides fragilis	1
BfCD00334727	Bacteroides fragilis	1
BfCD00334728	Bacteroides fragilis	1
BfCD00334729	Bacteroides fragilis	1
BfCD00334730	Bacteroides fragilis	0
BfCD00334731	Bacteroides fragilis	1
BcCD00334732	Bacillus cereus	1
BcCD00334733	Bacillus cereus	1
BcCD00334734	Bacillus cereus	0
BcCD00334735	Bacillus cereus	0
BcCD00334736	Bacillus cereus	0
EfCD00334737	Enterococcus faecalis	1
EfCD00334738	Enterococcus faecalis	1
EfCD00334739	Enterococcus faecalis	1
EfCD00334740	Enterococcus faecalis	1
SoCD00334741	Shewanella oneidensis	1
SoCD00334742	Shewanella oneidensis	0
SoCD00334743	Shewanella oneidensis	1
SoCD00334744	Shewanella oneidensis	1
SoCD00334745	Shewanella oneidensis	1
CdCD00334746	Clostridium difficile	1
CdCD00334747	Corynebacterium diphtheriae	1
CdCD00334748	Corynebacterium diphtheriae	1
CdCD00334749	Corynebacterium diphtheriae	1
BvCD00334750	Bacteroides vulgatus	1
BvCD00334751	Bacteroides vulgatus	1
BvCD00334752	Bacteroides vulgatus	1
BvCD00334753	Bacteroides vulgatus	1
BvCD00334754	Bacteroides vulgatus	1
BvCD00334755	Bacteroides vulgatus	1
BvCD00334756	Bacteroides vulgatus	1
BvCD00334757	Bacteroides vulgatus	1
BtCD00334758	Bacteroides thetaiotaomicron	0
BtCD00334759	Bacteroides thetaiotaomicron	1
BtCD00334760	Bacteroides thetaiotaomicron	1
BtCD00334761	Bacteroides thetaiotaomicron	1
BhCD00334762	Bartonella henselae str. Houston-1	0
BhCD00334763	Bartonella henselae str. Houston-1	1
BhCD00334764	Bartonella henselae str. Houston-1	1
BhCD00334765	Bartonella henselae str. Houston-1	0
BhCD00334766	Bartonella henselae str. Houston-1	1
BhCD00334767	Bartonella henselae str. Houston-1	0
BhCD00334768	Bartonella henselae str. Houston-1	1
BhCD00334769	Bacillus halodurans	1
BhCD00334770	Bacillus halodurans	0
BhCD00334771	Bacillus halodurans	0
BhCD00334772	Bacillus halodurans	1
BhCD00334773	Bacillus halodurans	1
BfCD00334774	Bacteroides fragilis	1
BfCD00334775	Bacteroides fragilis	1
BfCD00334776	Bacteroides fragilis	1
BfCD00334777	Bacteroides fragilis	1
MmCD00334778	Methanosarcina mazei	1
MmCD00334779	Methanosarcina mazei	1
MmCD00334780	Methanosarcina mazei	1
MmCD00334781	Methanosarcina mazei	1
MmCD00334782	Methanosarcina mazei	1
MmCD00334783	Methanosarcina mazei	1
MmCD00334784	Methanosarcina mazei	1
MmCD00334785	Methanosarcina mazei	1
MmCD00334786	Methanosarcina mazei	1
MmCD00334787	Methanosarcina mazei	1
LpCD00334788	Legionella pneumophila	0
LpCD00334789	Legionella pneumophila	1
LpCD00334790	Legionella pneumophila	0
LpCD00334791	Legionella pneumophila	1
LpCD00334792	Legionella pneumophila	0
LpCD00334793	Legionella pneumophila	1
LpCD00334794	Legionella pneumophila	0
LpCD00334795	Legionella pneumophila	1
LpCD00334796	Legionella pneumophila	1
LpCD00334797	Legionella pneumophila	1
LpCD00334798	Legionella pneumophila	1
LpCD00334799	Legionella pneumophila	1
LpCD00334800	Legionella pneumophila	1
LpCD00334801	Legionella pneumophila	1
LpCD00334802	Legionella pneumophila	1
CtCD00334803	Clostridium thermocellum	1
CtCD00334804	Clostridium thermocellum	1
CtCD00334805	Clostridium thermocellum	1
CtCD00334806	Clostridium thermocellum	1
CtCD00334807	Clostridium thermocellum	1
CtCD00334808	Clostridium thermocellum	1
CtCD00334809	Clostridium thermocellum	0
CtCD00334810	Clostridium thermocellum	1
CtCD00334811	Clostridium thermocellum	0
CsCD00334812	Caldicellulosiruptor saccharolyticus	1
CsCD00334813	Caldicellulosiruptor saccharolyticus	0
CsCD00334814	Caldicellulosiruptor saccharolyticus	1
CsCD00334815	Caldicellulosiruptor saccharolyticus	1
CsCD00334816	Caldicellulosiruptor saccharolyticus	1
VfCD00334817	Aliivibrio fischeri	1
VfCD00334818	Aliivibrio fischeri	1
VcCD00334819	Vibrio cholerae	1
VcCD00334820	Vibrio cholerae	0
VcCD00334821	Vibrio cholerae	1
MtCD00334822	Methanothermobacter thermautotrophicus	1
MtCD00334823	Methanothermobacter thermautotrophicus	1
MtCD00334824	Methanothermobacter thermautotrophicus	1
MtCD00334825	Methanothermobacter thermautotrophicus	1
TdCD00334826	Treponema denticola	1
TdCD00334827	Treponema denticola	1
TdCD00334828	Treponema denticola	1
TdCD00334829	Treponema denticola	1
SsCD00334830	Staphylococcus saprophyticus	1
SsCD00334831	Staphylococcus saprophyticus	0
SsCD00334832	Staphylococcus saprophyticus	1
SsCD00334833	Staphylococcus saprophyticus	0
StCD00334834	Salmonella enterica subsp. enterica serovar Typhimurium	0
StCD00334835	Salmonella enterica subsp. enterica serovar Typhimurium	0
BsCD00334836	Bacillus subtilis	1
BsCD00334837	Bacillus subtilis	1
BsCD00334838	Bacillus subtilis	1
VpCD00334839	Vibrio parahaemolyticus	1
SsCD00334840	Staphylococcus saprophyticus	1
StCD00334841	Salmonella enterica subsp. enterica serovar Typhimurium	1
NeCD00334842	Nitrosomonas europaea	1
MmCD00334843	Methanosarcina mazei	1
MmCD00334844	Methanosarcina mazei	1
MmCD00334845	Methanosarcina mazei	1
LpCD00334846	Lactobacillus plantarum	1
EcCD00334847	Escherichia coli	1
CpCD00334848	Colwellia psychrerythraea	1
MmCD00334849	Methanosarcina mazei	1
BtCD00334850	Bacteroides thetaiotaomicron	1
BtCD00334851	Bacteroides thetaiotaomicron	1
BtCD00334852	Bacteroides thetaiotaomicron	1
BtCD00334853	Bacteroides thetaiotaomicron	1
BtCD00334854	Bacteroides thetaiotaomicron	1
BhCD00334855	Bacillus halodurans	1
BhCD00334856	Bacillus halodurans	1
BhCD00334857	Bacillus halodurans	1
BcCD00334858	Bacillus cereus	1
BcCD00334859	Bacillus cereus	1
BcCD00334860	Bacillus cereus	0
BcCD00334861	Bacillus cereus	1
BcCD00334862	Bacillus cereus	1
BcCD00334863	Bacillus cereus	1
BcCD00334864	Bacillus cereus	0
BcCD00334865	Bacillus cereus	1
BcCD00334866	Bacillus cereus	1
BcCD00334867	Bacillus cereus	1
BcCD00334868	Bacillus cereus	0
BcCD00334869	Bacillus cereus	0
BcCD00334870	Bacillus cereus	1
PfCD00334871	Pseudomonas fluorescens	0
PfCD00334872	Pseudomonas fluorescens	1
PfCD00334873	Pseudomonas fluorescens	0
NpCD00334874	Natronomonas pharaonis DSM 2160	0
NpCD00334875	Natronomonas pharaonis DSM 2160	0
MfCD00334876	Methylobacillus flagellatus	1
MfCD00334877	Methylobacillus flagellatus	1
MfCD00334878	Methylobacillus flagellatus	0
MsCD00334879	Mycobacterium smegmatis	1
MsCD00334880	Mycobacterium smegmatis	1
MsCD00334881	Mycobacterium smegmatis	1
MsCD00334882	Mycobacterium smegmatis	1
MsCD00334883	Mycobacterium smegmatis	1
AtCD00334884	Agrobacterium tumefaciens	0
AhCD00334885	Aeromonas hydrophila	1
AhCD00334886	Aeromonas hydrophila	0
AaCD00334887	Arthrobacter aurescens	1
BpCD00334888	Bordetella pertussis	1
VpCD00334889	Vibrio parahaemolyticus	1
VpCD00334890	Vibrio parahaemolyticus	0
XfCD00334891	Xylella fastidiosa	0
XfCD00334892	Xylella fastidiosa	1
ScCD00334893	Streptomyces coelicolor	1
ScCD00334894	Streptomyces coelicolor	1
ScCD00334895	Streptomyces coelicolor	1
PpCD00334896	Pseudomonas putida	1
PfCD00334897	Pseudomonas fluorescens	1
McCD00334898	Methylococcus capsulatus str. Bath	1
McCD00334899	Methylococcus capsulatus str. Bath	1
MbCD00334900	Mycobacterium bovis	0
MbCD00334901	Mycobacterium bovis	1
MbCD00334902	Mycobacterium bovis	1
MbCD00334903	Mycobacterium bovis	1
MmCD00334904	Methanosarcina mazei	1
MmCD00334905	Methanosarcina mazei	1
LpCD00334906	Lactobacillus plantarum	1
LpCD00334907	Lactobacillus plantarum	1
LiCD00334908	Listeria innocua	1
LiCD00334909	Listeria innocua	1
HsCD00334910	Halobacterium sp. NRC-1	1
GmCD00334911	Geobacter metallireducens	1
GmCD00334912	Geobacter metallireducens	1
GmCD00334913	Geobacter metallireducens	0
GmCD00334914	Geobacter metallireducens	1
AsCD00334915	Archaeoglobus fulgidus	0
AsCD00334916	Archaeoglobus fulgidus	1
EcCD00334917	Pectobacterium carotovorum	0
EfCD00334918	Enterococcus faecalis	1
CpCD00334919	Colwellia psychrerythraea	1
CpCD00334920	Clostridium perfringens	0
CdCD00334921	Corynebacterium diphtheriae	1
CdCD00334922	Corynebacterium diphtheriae	1
CdCD00334923	Corynebacterium diphtheriae	1
CdCD00334924	Corynebacterium diphtheriae	1
CaCD00334925	Clostridium acetobutylicum	1
CaCD00334926	Clostridium acetobutylicum	0
BtCD00334927	Bacillus thuringiensis	1
BpCD00334928	Bordetella parapertussis	1
BhCD00334929	Bartonella henselae str. Houston-1	1
BjCD00334930	Bradyrhizobium japonicum	1
BjCD00334931	Bradyrhizobium japonicum	1
BjCD00334932	Bradyrhizobium japonicum	1
BjCD00334933	Bradyrhizobium japonicum	1
BjCD00334934	Bradyrhizobium japonicum	1
BhCD00334935	Bacillus halodurans	1
BhCD00334936	Bacillus halodurans	1
BhCD00334937	Bacillus halodurans	1
BfCD00334938	Bacteroides fragilis	1
BfCD00334939	Bacteroides fragilis	0
BfCD00334940	Bacteroides fragilis	1
BfCD00334941	Bacteroides fragilis	1
BfCD00334942	Bacteroides fragilis	1
MmCD00334943	Methanosarcina mazei	1
MmCD00334944	Methanosarcina mazei	1
MmCD00334945	Methanosarcina mazei	1
MmCD00334946	Methanosarcina mazei	1
MmCD00334947	Methanosarcina mazei	1
MmCD00334948	Methanosarcina mazei	0
MmCD00334949	Methanosarcina mazei	0
MmCD00334950	Methanosarcina mazei	1
LpCD00334951	Lactobacillus plantarum	1
LpCD00334952	Lactobacillus plantarum	1
LpCD00334953	Lactobacillus plantarum	1
LcCD00334954	Lactobacillus casei	1
ChCD00334955	Cytophaga hutchinsonii	0
LpCD00334956	Legionella pneumophila	1
HiCD00334957	Haemophilus influenzae	1
HdCD00334958	Haemophilus ducreyi	1
HdCD00334959	Haemophilus ducreyi	0
HdCD00334960	Haemophilus ducreyi	1
HdCD00334961	Haemophilus ducreyi	1
CdCD00334962	Clostridium difficile	1
CdCD00334963	Corynebacterium diphtheriae	1
CdCD00334964	Corynebacterium diphtheriae	0
CaCD00334965	Clostridium acetobutylicum	1
BfCD00334966	Bacteroides fragilis	1
BbCD00334967	Borrelia burgdorferi	1
BbCD00334968	Borrelia burgdorferi	1
CjCD00334969	Campylobacter jejuni	1
CjCD00334970	Campylobacter jejuni	1
CjCD00334971	Campylobacter jejuni	1
CjCD00334972	Campylobacter jejuni	0
VcCD00334973	Vibrio cholerae	1
TmCD00334974	Thermotoga maritima	1
TvCD00334975	Thermoplasma volcanium	1
TvCD00334976	Thermoplasma volcanium	1
TaCD00334977	Thermoplasma acidophilum	0
TaCD00334978	Thermoplasma acidophilum	0
MtCD00334979	Methanothermobacter thermautotrophicus	0
StCD00334980	Streptococcus thermophilus	1
StCD00334981	Streptococcus thermophilus	1
StCD00334982	Streptococcus thermophilus	1
StCD00334983	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00334984	Salmonella enterica subsp. enterica serovar Typhimurium	1
SsCD00334985	Sulfolobus solfataricus	1
SsCD00334986	Sulfolobus solfataricus	1
ShCD00334987	Staphylococcus haemolyticus	1
SaCD00334988	Streptococcus agalactiae	1
NpCD00334989	Neisseria meningitidis	0
NpCD00334990	Neisseria meningitidis	1
AtCD00334992	Agrobacterium tumefaciens	1
AtCD00334993	Agrobacterium tumefaciens	1
AtCD00334995	Agrobacterium tumefaciens	1
AtCD00334996	Agrobacterium tumefaciens	1
AtCD00334997	Agrobacterium tumefaciens	1
AtCD00334998	Agrobacterium tumefaciens	1
AtCD00334999	Agrobacterium tumefaciens	1
AtCD00335000	Agrobacterium tumefaciens	1
AtCD00335001	Agrobacterium tumefaciens	1
AtCD00335002	Agrobacterium tumefaciens	1
AtCD00335003	Agrobacterium tumefaciens	1
AtCD00335004	Agrobacterium tumefaciens	1
AtCD00335005	Agrobacterium tumefaciens	1
AtCD00335006	Agrobacterium tumefaciens	1
AtCD00335008	Agrobacterium tumefaciens	1
AtCD00335009	Agrobacterium tumefaciens	1
AtCD00335010	Agrobacterium tumefaciens	0
AtCD00335011	Agrobacterium tumefaciens	0
AtCD00335013	Agrobacterium tumefaciens	1
AtCD00335014	Agrobacterium tumefaciens	0
AtCD00335015	Agrobacterium tumefaciens	1
VfCD00335016	Aliivibrio fischeri	1
VfCD00335017	Aliivibrio fischeri	1
VfCD00335018	Aliivibrio fischeri	1
VfCD00335019	Aliivibrio fischeri	0
VfCD00335020	Aliivibrio fischeri	1
VfCD00335021	Aliivibrio fischeri	1
VfCD00335022	Aliivibrio fischeri	1
VfCD00335023	Aliivibrio fischeri	1
VcCD00335024	Vibrio cholerae	1
VcCD00335025	Vibrio cholerae	1
VcCD00335026	Vibrio cholerae	1
BfCD00336862	Bacteroides fragilis	1
BfCD00336863	Bacteroides fragilis	1
BcCD00336865	Bacillus cereus	1
BcCD00336866	Bacillus cereus	0
VpCD00336867	Vibrio parahaemolyticus	1
VpCD00336868	Vibrio parahaemolyticus	1
VpCD00336869	Vibrio parahaemolyticus	1
VfCD00336870	Aliivibrio fischeri	1
VfCD00336871	Aliivibrio fischeri	1
VfCD00336872	Aliivibrio fischeri	1
VcCD00336873	Vibrio cholerae	0
VcCD00336874	Vibrio cholerae	1
VcCD00336875	Vibrio cholerae	1
StCD00336876	Streptococcus thermophilus	1
StCD00336877	Streptococcus thermophilus	1
StCD00336878	Streptococcus thermophilus	1
StCD00336879	Streptococcus thermophilus	1
StCD00336880	Streptococcus thermophilus	1
SmCD00336881	Streptococcus mutans	1
SmCD00336882	Streptococcus mutans	1
SmCD00336883	Streptococcus mutans	1
MmCD00336884	Methanosarcina mazei	1
MmCD00336885	Methanosarcina mazei	1
MmCD00336886	Methanosarcina mazei	1
LpCD00336887	Lactobacillus plantarum	1
LpCD00336888	Lactobacillus plantarum	1
HdCD00336889	Haemophilus ducreyi	1
AsCD00336890	Archaeoglobus fulgidus	1
CdCD00336891	Corynebacterium diphtheriae	1
StCD00336892	Salmonella enterica subsp. enterica serovar Typhimurium	1
NpCD00336893	Neisseria meningitidis	1
VcCD00336894	Vibrio cholerae	1
VcCD00336895	Vibrio cholerae	1
ApCD00338223	Actinobacillus pleuropneumoniae	0
AbCD00338224	Acinetobacter baumannii	1
AbCD00338225	Acinetobacter baumannii	0
TaCD00338226	Thermoplasma acidophilum	0
SsCD00338227	Sulfolobus solfataricus	0
SsCD00338228	Sulfolobus solfataricus	0
SsCD00338229	Sulfolobus solfataricus	0
SsCD00338230	Sulfolobus solfataricus	1
SoCD00338231	Shewanella oneidensis	0
SsCD00338232	Synechocystis sp. PCC 6803	0
PfCD00338233	Pyrococcus furiosus	1
PfCD00338234	Pyrococcus furiosus	1
PfCD00338235	Pyrococcus furiosus	1
PfCD00338236	Pyrococcus furiosus	1
NsCD00338237	Nostoc sp. PCC 7120	1
NsCD00338238	Nostoc sp. PCC 7120	1
NsCD00338239	Nostoc sp. PCC 7120	1
NmCD00338240	Nitrosospira multiformis	0
NmCD00338241	Nitrosospira multiformis	1
MaCD00338242	Methanosarcina acetivorans	1
MlCD00338243	Methanocorpusculum labreanum Z	1
NpCD00338244	Neisseria meningitidis	0
MaCD00338245	Marinobacter hydrocarbonoclasticus	1
MaCD00338246	Marinobacter hydrocarbonoclasticus	1
BmCD00338247	Brucella melitensis	1
BmCD00338248	Brucella melitensis	1
LpCD00338249	Legionella pneumophila	1
LpCD00338250	Legionella pneumophila	1
LpCD00338251	Legionella pneumophila	1
LpCD00338252	Legionella pneumophila	1
LpCD00338253	Legionella pneumophila	1
SaCD00338254	Streptomyces avermitilis	0
SaCD00338255	Streptomyces avermitilis	1
SaCD00338256	Streptomyces avermitilis	0
SaCD00338257	Streptomyces avermitilis	0
SaCD00338258	Streptomyces avermitilis	0
SaCD00338259	Streptomyces avermitilis	0
SaCD00338260	Streptomyces avermitilis	0
SaCD00338261	Streptomyces avermitilis	1
SpCD00338262	Ruegeria pomeroyi	1
SpCD00338263	Ruegeria pomeroyi	1
SpCD00338264	Ruegeria pomeroyi	1
ScCD00338265	Streptomyces coelicolor	1
ScCD00338266	Streptomyces coelicolor	1
ScCD00338267	Streptomyces coelicolor	1
PaCD00338268	Pseudomonas aeruginosa	0
NgCD00338269	Neisseria gonorrhoeae	1
MjCD00338270	Methanocaldococcus jannaschii	1
MmCD00338271	Methanosarcina mazei	0
MmCD00338272	Methanosarcina mazei	1
MmCD00338273	Methanosarcina mazei	0
MmCD00338274	Methanosarcina mazei	0
MmCD00338275	Methanosarcina mazei	1
MmCD00338276	Methanosarcina mazei	1
GsCD00338277	Geobacter sulfurreducens	1
GmCD00338278	Geobacter metallireducens	1
